osnovna_valuta,kotirajoca_valuta,valutno_razmerje,datum_razmerja
AAVE,USD,53.21924296,2020-10-05 23:59:59
AAVE,USD,42.40159861,2020-10-06 23:59:59
AAVE,USD,40.08397561,2020-10-07 23:59:59
AAVE,USD,43.76446306,2020-10-08 23:59:59
AAVE,USD,46.81774415,2020-10-09 23:59:59
AAVE,USD,49.13371767,2020-10-10 23:59:59
AAVE,USD,49.66072573,2020-10-11 23:59:59
AAVE,USD,52.23869222,2020-10-12 23:59:59
AAVE,USD,51.12431679,2020-10-13 23:59:59
AAVE,USD,51.31651791,2020-10-14 23:59:59
AAVE,USD,44.01918294,2020-10-15 23:59:59
AAVE,USD,39.49584426,2020-10-16 23:59:59
AAVE,USD,41.36699325,2020-10-17 23:59:59
AAVE,USD,40.74697166,2020-10-18 23:59:59
AAVE,USD,36.01231739,2020-10-19 23:59:59
AAVE,USD,32.18001748,2020-10-20 23:59:59
AAVE,USD,35.16035652,2020-10-21 23:59:59
AAVE,USD,38.03165056,2020-10-22 23:59:59
AAVE,USD,41.68663736,2020-10-23 23:59:59
AAVE,USD,39.45502214,2020-10-24 23:59:59
AAVE,USD,37.90476078,2020-10-25 23:59:59
AAVE,USD,36.03392191,2020-10-26 23:59:59
AAVE,USD,34.87153083,2020-10-27 23:59:59
AAVE,USD,32.39408292,2020-10-28 23:59:59
AAVE,USD,29.09833402,2020-10-29 23:59:59
AAVE,USD,31.21782294,2020-10-30 23:59:59
AAVE,USD,29.70751775,2020-10-31 23:59:59
AAVE,USD,30.65727643,2020-11-01 23:59:59
AAVE,USD,29.73152358,2020-11-02 23:59:59
AAVE,USD,28.04280321,2020-11-03 23:59:59
AAVE,USD,27.71508436,2020-11-04 23:59:59
AAVE,USD,30.95562668,2020-11-05 23:59:59
AAVE,USD,38.45744081,2020-11-06 23:59:59
AAVE,USD,44.60489962,2020-11-07 23:59:59
AAVE,USD,53.74937894,2020-11-08 23:59:59
AAVE,USD,54.88649964,2020-11-09 23:59:59
AAVE,USD,67.00111098,2020-11-10 23:59:59
AAVE,USD,54.69964668,2020-11-11 23:59:59
AAVE,USD,51.63241804,2020-11-12 23:59:59
AAVE,USD,63.39907168,2020-11-13 23:59:59
AAVE,USD,67.01611273,2020-11-14 23:59:59
AAVE,USD,64.23729542,2020-11-15 23:59:59
AAVE,USD,71.76639355,2020-11-16 23:59:59
AAVE,USD,78.44328478,2020-11-17 23:59:59
AAVE,USD,75.23227405,2020-11-18 23:59:59
AAVE,USD,75.85718351,2020-11-19 23:59:59
AAVE,USD,75.06539972,2020-11-20 23:59:59
AAVE,USD,70.42424685,2020-11-21 23:59:59
AAVE,USD,68.42477869,2020-11-22 23:59:59
AAVE,USD,71.83861244,2020-11-23 23:59:59
AAVE,USD,66.73867871,2020-11-24 23:59:59
AAVE,USD,61.80533895,2020-11-25 23:59:59
AAVE,USD,63.99345248,2020-11-26 23:59:59
AAVE,USD,60.73871861,2020-11-27 23:59:59
AAVE,USD,63.94728703,2020-11-28 23:59:59
AAVE,USD,68.85312443,2020-11-29 23:59:59
AAVE,USD,76.41953515,2020-11-30 23:59:59
AAVE,USD,74.86836458,2020-12-01 23:59:59
AAVE,USD,86.32324982,2020-12-02 23:59:59
AAVE,USD,91.67564477,2020-12-03 23:59:59
AAVE,USD,81.6418197,2020-12-04 23:59:59
AAVE,USD,91.92059987,2020-12-05 23:59:59
AAVE,USD,87.95642649,2020-12-06 23:59:59
AAVE,USD,90.9602979,2020-12-07 23:59:59
AAVE,USD,79.94619074,2020-12-08 23:59:59
AAVE,USD,82.11372218,2020-12-09 23:59:59
AAVE,USD,76.64575648,2020-12-10 23:59:59
AAVE,USD,74.72982934,2020-12-11 23:59:59
AAVE,USD,77.55488043,2020-12-12 23:59:59
AAVE,USD,83.42745942,2020-12-13 23:59:59
AAVE,USD,86.14011813,2020-12-14 23:59:59
AAVE,USD,87.25809436,2020-12-15 23:59:59
AAVE,USD,87.23005839,2020-12-16 23:59:59
AAVE,USD,85.08382773,2020-12-17 23:59:59
AAVE,USD,89.77007385,2020-12-18 23:59:59
AAVE,USD,89.01304208,2020-12-19 23:59:59
AAVE,USD,85.96947236,2020-12-20 23:59:59
AAVE,USD,81.31193717,2020-12-21 23:59:59
AAVE,USD,84.10955202,2020-12-22 23:59:59
AAVE,USD,75.21556665,2020-12-23 23:59:59
AAVE,USD,80.25657151,2020-12-24 23:59:59
AAVE,USD,79.79518007,2020-12-25 23:59:59
AAVE,USD,74.868333,2020-12-26 23:59:59
AAVE,USD,76.96798485,2020-12-27 23:59:59
AAVE,USD,81.88362359,2020-12-28 23:59:59
AAVE,USD,77.90199883,2020-12-29 23:59:59
AAVE,USD,80.88830364,2020-12-30 23:59:59
AAVE,USD,87.5274822,2020-12-31 23:59:59
AAVE,USD,90.34967103,2021-01-01 23:59:59
AAVE,USD,85.71284343,2021-01-02 23:59:59
AAVE,USD,91.09664966,2021-01-03 23:59:59
AAVE,USD,111.13203789,2021-01-04 23:59:59
AAVE,USD,116.45382785,2021-01-05 23:59:59
AAVE,USD,115.00081244,2021-01-06 23:59:59
AAVE,USD,114.94044678,2021-01-07 23:59:59
AAVE,USD,111.70277995,2021-01-08 23:59:59
AAVE,USD,117.66696294,2021-01-09 23:59:59
AAVE,USD,126.20067343,2021-01-10 23:59:59
AAVE,USD,115.60195207,2021-01-11 23:59:59
AAVE,USD,126.05295916,2021-01-12 23:59:59
AAVE,USD,147.4692885,2021-01-13 23:59:59
AAVE,USD,147.2622138,2021-01-14 23:59:59
AAVE,USD,162.5793443,2021-01-15 23:59:59
AAVE,USD,182.93181721,2021-01-16 23:59:59
AAVE,USD,186.2648519,2021-01-17 23:59:59
AAVE,USD,197.65705672,2021-01-18 23:59:59
AAVE,USD,187.50846827,2021-01-19 23:59:59
AAVE,USD,193.3356448,2021-01-20 23:59:59
AAVE,USD,159.99185659,2021-01-21 23:59:59
AAVE,USD,188.27962871,2021-01-22 23:59:59
AAVE,USD,210.36705841,2021-01-23 23:59:59
AAVE,USD,264.85014401,2021-01-24 23:59:59
AAVE,USD,249.74367963,2021-01-25 23:59:59
AAVE,USD,272.3576004,2021-01-26 23:59:59
AAVE,USD,282.44377082,2021-01-27 23:59:59
AAVE,USD,297.41404299,2021-01-28 23:59:59
AAVE,USD,286.89914533,2021-01-29 23:59:59
AAVE,USD,313.08732974,2021-01-30 23:59:59
AAVE,USD,300.06256418,2021-01-31 23:59:59
AAVE,USD,295.66131353,2021-02-01 23:59:59
AAVE,USD,301.11819132,2021-02-02 23:59:59
AAVE,USD,365.5988563,2021-02-03 23:59:59
AAVE,USD,466.4799454,2021-02-04 23:59:59
AAVE,USD,506.77264181,2021-02-05 23:59:59
AAVE,USD,472.32853192,2021-02-06 23:59:59
AAVE,USD,461.5083374,2021-02-07 23:59:59
AAVE,USD,490.34201617,2021-02-08 23:59:59
AAVE,USD,488.00188063,2021-02-09 23:59:59
AAVE,USD,517.96825685,2021-02-10 23:59:59
AAVE,USD,518.07254013,2021-02-11 23:59:59
AAVE,USD,529.89617535,2021-02-12 23:59:59
AAVE,USD,494.55965157,2021-02-13 23:59:59
AAVE,USD,471.6146565,2021-02-14 23:59:59
AAVE,USD,455.61472533,2021-02-15 23:59:59
AAVE,USD,431.5302847,2021-02-16 23:59:59
AAVE,USD,449.60051733,2021-02-17 23:59:59
AAVE,USD,440.5109236,2021-02-18 23:59:59
AAVE,USD,422.2425337,2021-02-19 23:59:59
AAVE,USD,442.02387644,2021-02-20 23:59:59
AAVE,USD,435.85377271,2021-02-21 23:59:59
AAVE,USD,400.88243658,2021-02-22 23:59:59
AAVE,USD,359.49751981,2021-02-23 23:59:59
AAVE,USD,367.23089964,2021-02-24 23:59:59
AAVE,USD,337.50146351,2021-02-25 23:59:59
AAVE,USD,323.10817521,2021-02-26 23:59:59
AAVE,USD,334.36448095,2021-02-27 23:59:59
AAVE,USD,344.87000758,2021-02-28 23:59:59
AAVE,USD,385.41968876,2021-03-01 23:59:59
AAVE,USD,390.92626057,2021-03-02 23:59:59
AAVE,USD,396.30827717,2021-03-03 23:59:59
AAVE,USD,374.56693032,2021-03-04 23:59:59
AAVE,USD,367.12553589,2021-03-05 23:59:59
AAVE,USD,382.01959117,2021-03-06 23:59:59
AAVE,USD,407.15247143,2021-03-07 23:59:59
AAVE,USD,430.6251097,2021-03-08 23:59:59
AAVE,USD,439.32953693,2021-03-09 23:59:59
AAVE,USD,408.26351907,2021-03-10 23:59:59
AAVE,USD,403.50932755,2021-03-11 23:59:59
AAVE,USD,374.71471052,2021-03-12 23:59:59
AAVE,USD,405.39340121,2021-03-13 23:59:59
AAVE,USD,381.08260484,2021-03-14 23:59:59
AAVE,USD,369.02280205,2021-03-15 23:59:59
AAVE,USD,371.21927385,2021-03-16 23:59:59
AAVE,USD,379.1245646,2021-03-17 23:59:59
AAVE,USD,363.10073433,2021-03-18 23:59:59
AAVE,USD,369.37732538,2021-03-19 23:59:59
AAVE,USD,372.47784121,2021-03-20 23:59:59
AAVE,USD,370.15155996,2021-03-21 23:59:59
AAVE,USD,344.32445841,2021-03-22 23:59:59
AAVE,USD,337.71448352,2021-03-23 23:59:59
AAVE,USD,322.38054762,2021-03-24 23:59:59
AAVE,USD,328.21590435,2021-03-25 23:59:59
AAVE,USD,355.60626394,2021-03-26 23:59:59
AAVE,USD,348.59236933,2021-03-27 23:59:59
AAVE,USD,346.18989982,2021-03-28 23:59:59
AAVE,USD,360.31627991,2021-03-29 23:59:59
AAVE,USD,373.64082623,2021-03-30 23:59:59
AAVE,USD,377.00814257,2021-03-31 23:59:59
AAVE,USD,377.61179926,2021-04-01 23:59:59
AAVE,USD,406.69230308,2021-04-02 23:59:59
AAVE,USD,385.42057192,2021-04-03 23:59:59
AAVE,USD,404.30973507,2021-04-04 23:59:59
AAVE,USD,397.92455936,2021-04-05 23:59:59
AAVE,USD,383.98994248,2021-04-06 23:59:59
AAVE,USD,350.995831,2021-04-07 23:59:59
AAVE,USD,377.93119268,2021-04-08 23:59:59
AAVE,USD,359.48357425,2021-04-09 23:59:59
AAVE,USD,367.26334069,2021-04-10 23:59:59
AAVE,USD,373.37874338,2021-04-11 23:59:59
AAVE,USD,396.53613746,2021-04-12 23:59:59
AAVE,USD,398.28391889,2021-04-13 23:59:59
AAVE,USD,430.41622827,2021-04-14 23:59:59
AAVE,USD,466.16483587,2021-04-15 23:59:59
AAVE,USD,442.19440065,2021-04-16 23:59:59
AAVE,USD,430.1746817,2021-04-17 23:59:59
AAVE,USD,382.07509899,2021-04-18 23:59:59
AAVE,USD,346.81257565,2021-04-19 23:59:59
AAVE,USD,361.60819853,2021-04-20 23:59:59
AAVE,USD,354.13844062,2021-04-21 23:59:59
AAVE,USD,362.2285832,2021-04-22 23:59:59
AAVE,USD,345.65529566,2021-04-23 23:59:59
AAVE,USD,317.49933002,2021-04-24 23:59:59
AAVE,USD,346.99324847,2021-04-25 23:59:59
AAVE,USD,405.15672313,2021-04-26 23:59:59
AAVE,USD,440.22324594,2021-04-27 23:59:59
AAVE,USD,460.35151028,2021-04-28 23:59:59
AAVE,USD,438.70997496,2021-04-29 23:59:59
AAVE,USD,444.72879905,2021-04-30 23:59:59
AAVE,USD,503.86568384,2021-05-01 23:59:59
AAVE,USD,483.41444421,2021-05-02 23:59:59
AAVE,USD,519.06942055,2021-05-03 23:59:59
AAVE,USD,453.35241136,2021-05-04 23:59:59
AAVE,USD,480.03080165,2021-05-05 23:59:59
AAVE,USD,452.40875669,2021-05-06 23:59:59
AAVE,USD,445.22238064,2021-05-07 23:59:59
AAVE,USD,466.31755388,2021-05-08 23:59:59
AAVE,USD,459.58723356,2021-05-09 23:59:59
AAVE,USD,433.0535672,2021-05-10 23:59:59
AAVE,USD,457.17806873,2021-05-11 23:59:59
AAVE,USD,490.57903135,2021-05-12 23:59:59
AAVE,USD,508.62279907,2021-05-13 23:59:59
AAVE,USD,594.55687732,2021-05-14 23:59:59
AAVE,USD,516.16936703,2021-05-15 23:59:59
AAVE,USD,526.2147085,2021-05-16 23:59:59
AAVE,USD,574.25943504,2021-05-17 23:59:59
AAVE,USD,632.26648755,2021-05-18 23:59:59
AAVE,USD,418.369321,2021-05-19 23:59:59
AAVE,USD,468.81267809,2021-05-20 23:59:59
AAVE,USD,373.41851052,2021-05-21 23:59:59
AAVE,USD,334.48069393,2021-05-22 23:59:59
AAVE,USD,295.08922914,2021-05-23 23:59:59
AAVE,USD,385.57160812,2021-05-24 23:59:59
AAVE,USD,371.38023972,2021-05-25 23:59:59
AAVE,USD,414.93294547,2021-05-26 23:59:59
AAVE,USD,369.97811139,2021-05-27 23:59:59
AAVE,USD,320.3811519,2021-05-28 23:59:59
AAVE,USD,297.89964198,2021-05-29 23:59:59
AAVE,USD,325.1483991,2021-05-30 23:59:59
AAVE,USD,383.08341024,2021-05-31 23:59:59
AAVE,USD,372.8724613,2021-06-01 23:59:59
AAVE,USD,384.40269091,2021-06-02 23:59:59
AAVE,USD,397.49794841,2021-06-03 23:59:59
AAVE,USD,373.88263034,2021-06-04 23:59:59
AAVE,USD,356.66771648,2021-06-05 23:59:59
AAVE,USD,365.66003352,2021-06-06 23:59:59
AAVE,USD,333.88496551,2021-06-07 23:59:59
AAVE,USD,331.01690893,2021-06-08 23:59:59
AAVE,USD,338.5967323,2021-06-09 23:59:59
AAVE,USD,310.14837954,2021-06-10 23:59:59
AAVE,USD,285.08174445,2021-06-11 23:59:59
AAVE,USD,278.51403806,2021-06-12 23:59:59
AAVE,USD,317.12916788,2021-06-13 23:59:59
AAVE,USD,317.90136333,2021-06-14 23:59:59
AAVE,USD,319.75729172,2021-06-15 23:59:59
AAVE,USD,290.26850308,2021-06-16 23:59:59
AAVE,USD,292.91462583,2021-06-17 23:59:59
AAVE,USD,264.35209385,2021-06-18 23:59:59
AAVE,USD,256.35608875,2021-06-19 23:59:59
AAVE,USD,273.49936021,2021-06-20 23:59:59
AAVE,USD,212.98946504,2021-06-21 23:59:59
AAVE,USD,205.75170322,2021-06-22 23:59:59
AAVE,USD,214.09076815,2021-06-23 23:59:59
AAVE,USD,210.85982427,2021-06-24 23:59:59
AAVE,USD,187.16875432,2021-06-25 23:59:59
AAVE,USD,186.97187502,2021-06-26 23:59:59
AAVE,USD,202.67640068,2021-06-27 23:59:59
AAVE,USD,226.37249247,2021-06-28 23:59:59
AAVE,USD,236.76587081,2021-06-29 23:59:59
AAVE,USD,250.38549399,2021-06-30 23:59:59
AAVE,USD,231.62636199,2021-07-01 23:59:59
AAVE,USD,233.94843657,2021-07-02 23:59:59
AAVE,USD,259.65522529,2021-07-03 23:59:59
AAVE,USD,277.03879166,2021-07-04 23:59:59
AAVE,USD,307.8290792,2021-07-05 23:59:59
AAVE,USD,316.89850739,2021-07-06 23:59:59
BNB,USD,0.1051379963755607,2017-07-26 23:59:59
BNB,USD,0.1077369973063469,2017-07-27 23:59:59
BNB,USD,0.1040669977664947,2017-07-28 23:59:59
BNB,USD,0.1078109964728355,2017-07-29 23:59:59
BNB,USD,0.1064139977097511,2017-07-30 23:59:59
BNB,USD,0.1042499989271164,2017-07-31 23:59:59
BNB,USD,0.0998668000102043,2017-08-01 23:59:59
BNB,USD,0.1004519984126091,2017-08-02 23:59:59
BNB,USD,0.1066420003771781,2017-08-03 23:59:59
BNB,USD,0.1074939966201782,2017-08-04 23:59:59
BNB,USD,0.1288709938526153,2017-08-05 23:59:59
BNB,USD,0.1309989988803863,2017-08-06 23:59:59
BNB,USD,0.1488479971885681,2017-08-07 23:59:59
BNB,USD,0.2244209945201873,2017-08-08 23:59:59
BNB,USD,0.2429119944572448,2017-08-09 23:59:59
BNB,USD,0.3490790128707886,2017-08-10 23:59:59
BNB,USD,0.3925719857215881,2017-08-11 23:59:59
BNB,USD,0.4463649988174438,2017-08-12 23:59:59
BNB,USD,0.8768280148506165,2017-08-13 23:59:59
BNB,USD,1.2955700159072876,2017-08-14 23:59:59
BNB,USD,1.0565500259399414,2017-08-15 23:59:59
BNB,USD,1.4372400045394895,2017-08-16 23:59:59
BNB,USD,1.9671499729156492,2017-08-17 23:59:59
BNB,USD,2.384000062942505,2017-08-18 23:59:59
BNB,USD,2.093369960784912,2017-08-19 23:59:59
BNB,USD,2.502579927444458,2017-08-20 23:59:59
BNB,USD,2.7011098861694336,2017-08-21 23:59:59
BNB,USD,2.4852700233459477,2017-08-22 23:59:59
BNB,USD,2.580430030822754,2017-08-23 23:59:59
BNB,USD,2.379319906234741,2017-08-24 23:59:59
BNB,USD,2.4968700408935547,2017-08-25 23:59:59
BNB,USD,2.1693599224090576,2017-08-26 23:59:59
BNB,USD,2.005189895629883,2017-08-27 23:59:59
BNB,USD,2.0429000854492188,2017-08-28 23:59:59
BNB,USD,2.327579975128174,2017-08-29 23:59:59
BNB,USD,2.35004997253418,2017-08-30 23:59:59
BNB,USD,2.2037899494171143,2017-08-31 23:59:59
BNB,USD,2.3841700553894043,2017-09-01 23:59:59
BNB,USD,1.9926799535751345,2017-09-02 23:59:59
BNB,USD,1.5757999420166016,2017-09-03 23:59:59
BNB,USD,1.0495699644088743,2017-09-04 23:59:59
BNB,USD,0.9737160205841064,2017-09-05 23:59:59
BNB,USD,1.0861400365829468,2017-09-06 23:59:59
BNB,USD,1.366219997406006,2017-09-07 23:59:59
BNB,USD,1.0068299770355225,2017-09-08 23:59:59
BNB,USD,0.9893010258674622,2017-09-09 23:59:59
BNB,USD,0.9421589970588684,2017-09-10 23:59:59
BNB,USD,1.0258100032806396,2017-09-11 23:59:59
BNB,USD,1.035680055618286,2017-09-12 23:59:59
BNB,USD,0.9372040033340454,2017-09-13 23:59:59
BNB,USD,0.6787840127944946,2017-09-14 23:59:59
BNB,USD,0.7997090220451355,2017-09-15 23:59:59
BNB,USD,0.8041980266571045,2017-09-16 23:59:59
BNB,USD,0.789588987827301,2017-09-17 23:59:59
BNB,USD,0.909201979637146,2017-09-18 23:59:59
BNB,USD,0.8024250268936157,2017-09-19 23:59:59
BNB,USD,0.7478899955749512,2017-09-20 23:59:59
BNB,USD,0.7021399736404419,2017-09-21 23:59:59
BNB,USD,0.7158929705619812,2017-09-22 23:59:59
BNB,USD,0.7709649801254272,2017-09-23 23:59:59
BNB,USD,0.7832679748535156,2017-09-24 23:59:59
BNB,USD,0.9170590043067932,2017-09-25 23:59:59
BNB,USD,0.8607469797134399,2017-09-26 23:59:59
BNB,USD,1.1436599493026731,2017-09-27 23:59:59
BNB,USD,1.377879977226257,2017-09-28 23:59:59
BNB,USD,1.2662400007247925,2017-09-29 23:59:59
BNB,USD,1.28357994556427,2017-09-30 23:59:59
BNB,USD,1.5265300273895264,2017-10-01 23:59:59
BNB,USD,1.964669942855835,2017-10-02 23:59:59
BNB,USD,1.8207000494003296,2017-10-03 23:59:59
BNB,USD,1.6014800071716309,2017-10-04 23:59:59
BNB,USD,1.6784900426864624,2017-10-05 23:59:59
BNB,USD,1.5799100399017334,2017-10-06 23:59:59
BNB,USD,1.5842499732971191,2017-10-07 23:59:59
BNB,USD,1.217229962348938,2017-10-08 23:59:59
BNB,USD,1.4037799835205078,2017-10-09 23:59:59
BNB,USD,1.3933600187301636,2017-10-10 23:59:59
BNB,USD,1.4337300062179563,2017-10-11 23:59:59
BNB,USD,1.3437600135803225,2017-10-12 23:59:59
BNB,USD,1.435479998588562,2017-10-13 23:59:59
BNB,USD,1.5381900072097778,2017-10-14 23:59:59
BNB,USD,1.5584399700164795,2017-10-15 23:59:59
BNB,USD,1.4407000541687012,2017-10-16 23:59:59
BNB,USD,1.3899500370025637,2017-10-17 23:59:59
BNB,USD,1.3275599479675293,2017-10-18 23:59:59
BNB,USD,1.2846100330352783,2017-10-19 23:59:59
BNB,USD,1.241919994354248,2017-10-20 23:59:59
BNB,USD,1.2540500164031982,2017-10-21 23:59:59
BNB,USD,1.213770031929016,2017-10-22 23:59:59
BNB,USD,1.1837300062179563,2017-10-23 23:59:59
BNB,USD,1.2484300136566162,2017-10-24 23:59:59
BNB,USD,1.2527799606323242,2017-10-25 23:59:59
BNB,USD,1.2086000442504885,2017-10-26 23:59:59
BNB,USD,1.174180030822754,2017-10-27 23:59:59
BNB,USD,1.1525700092315674,2017-10-28 23:59:59
BNB,USD,1.241230010986328,2017-10-29 23:59:59
BNB,USD,1.3122700452804563,2017-10-30 23:59:59
BNB,USD,1.3128900527954102,2017-10-31 23:59:59
BNB,USD,1.2615400552749634,2017-11-01 23:59:59
BNB,USD,1.299630045890808,2017-11-02 23:59:59
BNB,USD,1.459220051765442,2017-11-03 23:59:59
BNB,USD,1.6371999979019165,2017-11-04 23:59:59
BNB,USD,1.5216599702835083,2017-11-05 23:59:59
BNB,USD,1.569790005683899,2017-11-06 23:59:59
BNB,USD,1.806439995765686,2017-11-07 23:59:59
BNB,USD,2.031019926071167,2017-11-08 23:59:59
BNB,USD,1.990769982337952,2017-11-09 23:59:59
BNB,USD,1.796839952468872,2017-11-10 23:59:59
BNB,USD,1.6704699993133545,2017-11-11 23:59:59
BNB,USD,1.5196900367736816,2017-11-12 23:59:59
BNB,USD,1.686619997024536,2017-11-13 23:59:59
BNB,USD,1.592579960823059,2017-11-14 23:59:59
BNB,USD,1.5304499864578247,2017-11-15 23:59:59
BNB,USD,1.5779199600219729,2017-11-16 23:59:59
BNB,USD,1.5103600025177002,2017-11-17 23:59:59
BNB,USD,1.6743299961090088,2017-11-18 23:59:59
BNB,USD,1.6137700080871582,2017-11-19 23:59:59
BNB,USD,1.6244499683380127,2017-11-20 23:59:59
BNB,USD,1.5740599632263184,2017-11-21 23:59:59
BNB,USD,1.6117500066757202,2017-11-22 23:59:59
BNB,USD,1.548699975013733,2017-11-23 23:59:59
BNB,USD,1.717710018157959,2017-11-24 23:59:59
BNB,USD,1.873870015144348,2017-11-25 23:59:59
BNB,USD,1.8531299829483032,2017-11-26 23:59:59
BNB,USD,1.9429800510406492,2017-11-27 23:59:59
BNB,USD,1.917109966278076,2017-11-28 23:59:59
BNB,USD,1.7515300512313845,2017-11-29 23:59:59
BNB,USD,1.996970057487488,2017-11-30 23:59:59
BNB,USD,2.070230007171631,2017-12-01 23:59:59
BNB,USD,2.084160089492798,2017-12-02 23:59:59
BNB,USD,2.227250099182129,2017-12-03 23:59:59
BNB,USD,2.4916799068450928,2017-12-04 23:59:59
BNB,USD,2.5952999591827397,2017-12-05 23:59:59
BNB,USD,2.587690114974976,2017-12-06 23:59:59
BNB,USD,2.779949903488159,2017-12-07 23:59:59
BNB,USD,2.830670118331909,2017-12-08 23:59:59
BNB,USD,2.6104300022125244,2017-12-09 23:59:59
BNB,USD,2.483370065689087,2017-12-10 23:59:59
BNB,USD,2.7066500186920166,2017-12-11 23:59:59
BNB,USD,2.6847500801086426,2017-12-12 23:59:59
BNB,USD,2.77810001373291,2017-12-13 23:59:59
BNB,USD,3.1587400436401367,2017-12-14 23:59:59
BNB,USD,3.996150016784668,2017-12-15 23:59:59
BNB,USD,4.664649963378906,2017-12-16 23:59:59
BNB,USD,5.756720066070557,2017-12-17 23:59:59
BNB,USD,5.61584997177124,2017-12-18 23:59:59
BNB,USD,5.792329788208008,2017-12-19 23:59:59
BNB,USD,5.176209926605225,2017-12-20 23:59:59
BNB,USD,5.180009841918945,2017-12-21 23:59:59
BNB,USD,4.336150169372559,2017-12-22 23:59:59
BNB,USD,4.839260101318359,2017-12-23 23:59:59
BNB,USD,5.285679817199707,2017-12-24 23:59:59
BNB,USD,6.560009956359863,2017-12-25 23:59:59
BNB,USD,9.029419898986816,2017-12-26 23:59:59
BNB,USD,10.107000350952148,2017-12-27 23:59:59
BNB,USD,9.321410179138184,2017-12-28 23:59:59
BNB,USD,8.807600021362305,2017-12-29 23:59:59
BNB,USD,7.841010093688965,2017-12-30 23:59:59
BNB,USD,8.635580062866211,2017-12-31 23:59:59
BNB,USD,8.414609909057617,2018-01-01 23:59:59
BNB,USD,8.837770462036133,2018-01-02 23:59:59
BNB,USD,9.535880088806152,2018-01-03 23:59:59
BNB,USD,9.213990211486816,2018-01-04 23:59:59
BNB,USD,14.917200088500977,2018-01-05 23:59:59
BNB,USD,22.75979995727539,2018-01-06 23:59:59
BNB,USD,18.65679931640625,2018-01-07 23:59:59
BNB,USD,18.260900497436523,2018-01-08 23:59:59
BNB,USD,17.411800384521484,2018-01-09 23:59:59
BNB,USD,17.39080047607422,2018-01-10 23:59:59
BNB,USD,21.042699813842773,2018-01-11 23:59:59
BNB,USD,22.31629943847656,2018-01-12 23:59:59
BNB,USD,22.174400329589844,2018-01-13 23:59:59
BNB,USD,20.777299880981445,2018-01-14 23:59:59
BNB,USD,19.564699172973636,2018-01-15 23:59:59
BNB,USD,13.891900062561035,2018-01-16 23:59:59
BNB,USD,14.203200340270996,2018-01-17 23:59:59
BNB,USD,14.280400276184082,2018-01-18 23:59:59
BNB,USD,14.940600395202637,2018-01-19 23:59:59
BNB,USD,16.19029998779297,2018-01-20 23:59:59
BNB,USD,14.068300247192385,2018-01-21 23:59:59
BNB,USD,13.014599800109863,2018-01-22 23:59:59
BNB,USD,13.093500137329102,2018-01-23 23:59:59
BNB,USD,13.628700256347656,2018-01-24 23:59:59
BNB,USD,13.228400230407717,2018-01-25 23:59:59
BNB,USD,13.218199729919434,2018-01-26 23:59:59
BNB,USD,13.253000259399414,2018-01-27 23:59:59
BNB,USD,13.540200233459473,2018-01-28 23:59:59
BNB,USD,12.76449966430664,2018-01-29 23:59:59
BNB,USD,11.250699996948242,2018-01-30 23:59:59
BNB,USD,11.145000457763672,2018-01-31 23:59:59
BNB,USD,9.515839576721191,2018-02-01 23:59:59
BNB,USD,9.65229034423828,2018-02-02 23:59:59
BNB,USD,9.749679565429688,2018-02-03 23:59:59
BNB,USD,8.458640098571777,2018-02-04 23:59:59
BNB,USD,6.7050299644470215,2018-02-05 23:59:59
BNB,USD,8.288849830627441,2018-02-06 23:59:59
BNB,USD,8.095009803771973,2018-02-07 23:59:59
BNB,USD,8.595499992370605,2018-02-08 23:59:59
BNB,USD,9.730460166931152,2018-02-09 23:59:59
BNB,USD,9.255970001220703,2018-02-10 23:59:59
BNB,USD,8.704910278320312,2018-02-11 23:59:59
BNB,USD,9.322469711303713,2018-02-12 23:59:59
BNB,USD,8.986780166625977,2018-02-13 23:59:59
BNB,USD,10.40060043334961,2018-02-14 23:59:59
BNB,USD,10.931099891662598,2018-02-15 23:59:59
BNB,USD,11.201600074768066,2018-02-16 23:59:59
BNB,USD,11.68929958343506,2018-02-17 23:59:59
BNB,USD,10.702400207519531,2018-02-18 23:59:59
BNB,USD,11.07569980621338,2018-02-19 23:59:59
BNB,USD,9.90450954437256,2018-02-20 23:59:59
BNB,USD,9.380789756774902,2018-02-21 23:59:59
BNB,USD,8.904029846191406,2018-02-22 23:59:59
BNB,USD,9.692110061645508,2018-02-23 23:59:59
BNB,USD,9.1419095993042,2018-02-24 23:59:59
BNB,USD,9.346599578857422,2018-02-25 23:59:59
BNB,USD,9.90231990814209,2018-02-26 23:59:59
BNB,USD,10.659899711608888,2018-02-27 23:59:59
BNB,USD,10.438199996948242,2018-02-28 23:59:59
BNB,USD,10.509699821472168,2018-03-01 23:59:59
BNB,USD,10.22480010986328,2018-03-02 23:59:59
BNB,USD,10.217900276184082,2018-03-03 23:59:59
BNB,USD,10.348099708557127,2018-03-04 23:59:59
BNB,USD,10.11050033569336,2018-03-05 23:59:59
BNB,USD,9.384380340576172,2018-03-06 23:59:59
BNB,USD,9.034879684448242,2018-03-07 23:59:59
BNB,USD,8.310440063476562,2018-03-08 23:59:59
BNB,USD,8.313070297241211,2018-03-09 23:59:59
BNB,USD,7.67165994644165,2018-03-10 23:59:59
BNB,USD,8.272379875183105,2018-03-11 23:59:59
BNB,USD,8.039270401000977,2018-03-12 23:59:59
